age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,label,jailtime
21,1,0,1,1,-1.0,1,0
38,1,0,1,3,0.0,1,1
23,1,1,1,0,-4.0,1,1
20,1,1,1,0,-1.0,0,8
39,1,1,0,4,-2.0,0,1
24,1,0,1,1,-1.0,0,6
23,1,0,1,0,0.0,1,0
49,1,0,1,3,-1.0,1,0
31,1,0,1,7,-1.0,0,77
20,1,0,1,1,-26.0,0,16
28,0,1,1,0,0.0,1,13
67,1,1,1,3,-1.0,1,1
33,1,0,1,0,0.0,1,1
20,1,0,1,1,-189.0,0,0
40,1,1,1,4,-80.0,1,78
52,1,0,1,0,-1.0,1,0
45,1,0,1,17,-1.0,0,46
27,1,0,1,8,-1.0,0,1
22,1,1,1,1,-1.0,1,1
36,1,1,1,9,-42.0,1,0
40,0,1,1,0,-1.0,0,0
30,0,1,1,1,0.0,0,0
42,1,0,1,1,-1.0,1,0
24,1,0,1,2,0.0,0,1
46,1,1,1,4,-5.0,1,2
38,1,0,1,4,0.0,1,-1
39,1,0,1,2,-113.0,0,104
32,0,0,0,0,-1.0,0,7
26,0,1,1,0,-1.0,1,1
54,0,1,1,1,-1.0,0,1
27,1,0,1,2,-10.0,1,10
61,1,1,1,1,0.0,1,1
51,0,0,1,1,-1.0,0,0
57,1,1,1,0,0.0,1,27
24,0,1,1,3,-1.0,0,1
34,1,0,1,1,-1.0,1,0
27,1,0,1,1,-1.0,1,1
28,0,0,0,10,15.0,0,3
35,0,0,1,10,0.0,0,0
30,1,0,1,6,0.0,0,1
53,1,0,1,1,733.0,1,5
44,1,0,1,0,-1.0,1,1
61,1,1,1,10,-1.0,1,22
26,1,0,1,1,-1.0,0,0
48,1,0,1,10,-1.0,0,4
42,0,0,1,4,0.0,1,0
38,1,1,1,10,-1.0,0,0
39,1,0,1,4,-32.0,1,6
53,0,1,0,0,-1.0,1,0
26,0,0,1,3,-1.0,1,1
22,1,0,1,1,-1.0,0,0
50,1,1,1,0,-1.0,1,30
44,0,1,1,16,-1.0,1,81
24,1,0,1,4,-1.0,0,1
21,1,0,1,0,-1.0,0,1
50,1,1,1,0,0.0,1,2
36,0,1,0,0,0.0,1,1
39,1,1,1,0,-1.0,1,54
24,1,0,0,2,729.0,1,13
54,1,0,0,7,-1.0,1,18
29,0,0,1,0,0.0,1,0
26,0,1,1,0,-1.0,1,0
41,1,0,1,3,-1.0,0,1
23,1,0,1,1,-1.0,0,2
34,0,1,1,0,-1.0,1,0
31,1,1,1,11,0.0,0,11
20,1,0,1,0,-1.0,1,1
49,1,0,1,10,-1.0,0,43
26,1,0,1,4,0.0,0,0
28,1,0,1,1,-1.0,0,0
26,1,0,1,0,-1.0,1,0
55,1,0,1,1,-1.0,1,0
22,0,0,1,0,-1.0,1,2
26,0,0,0,0,-1.0,1,1
56,0,0,1,0,0.0,1,1
66,1,1,1,1,331.0,1,167
46,1,0,1,2,-1.0,1,1
58,1,0,1,16,-1.0,0,68
28,1,0,1,4,-1.0,1,29
33,1,0,1,8,-1.0,1,1
31,0,0,0,0,-1.0,1,0
26,0,0,1,1,0.0,1,0
41,1,1,0,12,-45.0,0,10
34,0,1,1,0,-1.0,1,0
33,1,0,1,0,-1.0,1,1
32,1,0,0,0,-1.0,1,0
37,1,0,1,9,0.0,0,1
50,1,0,1,1,-22.0,1,0
35,1,1,1,1,-1.0,1,2
47,0,1,0,0,-6.0,0,4
52,1,0,0,8,-1.0,1,43
26,1,0,1,5,-1.0,0,6
45,1,0,1,13,-1.0,0,0
19,0,0,1,0,-1.0,0,1
41,1,0,1,8,-1.0,0,1
24,0,0,1,0,0.0,1,1
21,1,0,1,1,-1.0,1,1
54,0,1,1,0,-1.0,1,0
49,1,1,1,0,-1.0,1,73
42,1,1,1,1,0.0,1,292
21,1,0,1,1,0.0,0,1
61,1,0,1,30,-56.0,1,49
46,1,1,1,5,0.0,0,-1
74,0,1,1,0,0.0,1,0
38,1,0,0,0,0.0,1,0
39,1,0,0,1,-1.0,1,0
38,1,0,0,0,-1.0,1,4
19,1,0,1,1,-1.0,0,1
28,1,1,1,0,-1.0,0,1
25,1,0,1,1,-1.0,0,28
53,0,1,1,1,-1.0,1,0
23,1,0,1,2,-1.0,1,76
55,1,1,1,33,-1.0,0,242
64,1,1,0,1,-1.0,1,1
23,0,0,1,1,-1.0,0,27
23,1,0,1,4,-1.0,0,0
41,1,0,0,0,0.0,1,0
53,0,0,1,0,0.0,1,0
34,1,0,1,0,-1.0,1,2
24,1,0,1,0,-1.0,0,1
26,0,0,1,1,-1.0,1,32
44,1,1,1,4,-1.0,1,1
27,1,1,0,0,0.0,1,5
28,1,1,1,14,-1.0,1,0
55,0,1,1,1,-1.0,1,1
22,1,0,0,2,-60.0,1,59
36,1,0,1,15,-1.0,1,1
29,1,0,1,6,-236.0,0,1
23,1,0,1,1,-1.0,1,1
56,0,0,1,1,0.0,1,0
27,1,1,1,2,-1.0,0,0
37,0,1,1,1,-1.0,1,1
32,1,0,1,1,-1.0,0,1
41,0,0,1,18,-1.0,0,33
22,1,0,1,1,-1.0,0,1
37,1,1,1,1,-1.0,0,0
45,0,0,1,3,0.0,1,1
31,1,0,0,14,-1.0,1,1
42,1,0,1,7,-1.0,0,1
26,1,0,1,20,-1.0,0,29
33,1,1,1,0,0.0,0,0
22,0,1,1,0,0.0,0,0
32,1,1,1,2,-61.0,0,28
36,0,0,0,1,0.0,1,-1
54,0,1,1,0,0.0,1,0
25,1,0,1,5,-1.0,0,155
24,1,1,1,3,-1.0,0,39
23,0,0,1,0,-1.0,1,1
61,0,1,1,0,0.0,1,0
42,0,1,0,0,-1.0,1,0
28,0,1,1,1,0.0,0,-1
27,0,0,1,1,-1.0,1,2
24,0,1,1,2,-18.0,1,15
33,1,0,1,14,-59.0,1,0
32,1,0,1,16,-1.0,0,0
38,1,1,1,0,-7.0,1,7
21,0,1,1,1,-1.0,1,0
27,1,0,1,1,-1.0,0,168
39,1,1,1,0,-1.0,1,-1
29,1,1,1,0,-1.0,1,1
29,1,1,1,1,-2.0,1,0
65,1,1,1,6,-61.0,1,54
36,1,1,1,1,23.0,0,2
46,1,0,1,0,0.0,0,0
44,1,0,1,7,-1.0,1,24
27,0,0,1,0,-1.0,1,1
27,1,0,1,8,-1.0,0,49
61,0,1,1,0,0.0,1,2
47,0,0,1,0,-1.0,0,0
27,0,0,1,1,-1.0,1,0
28,1,1,1,0,-1.0,0,1
31,0,1,0,1,-1.0,0,10
26,0,1,1,9,0.0,0,1
53,1,0,1,2,-1.0,0,7
26,1,0,1,1,-1.0,0,22
25,1,0,1,2,-23.0,1,18
23,0,0,1,5,-1.0,0,32
21,0,0,0,4,-1.0,0,0
23,0,0,1,1,0.0,1,2
30,0,0,1,3,-1.0,1,0
45,1,0,0,2,-1.0,1,11
27,0,0,1,2,-1.0,0,9
57,0,0,1,6,370.0,0,76
44,1,1,1,8,231.0,0,2
26,0,0,0,0,-1.0,1,0
21,1,1,1,0,-1.0,0,7
62,0,1,0,0,-1.0,1,3
48,1,1,1,0,-1.0,1,27
53,0,0,1,1,-1.0,1,0
62,0,0,1,3,-1.0,0,1
28,1,0,1,5,-1.0,1,136
56,1,1,1,1,0.0,1,1
35,1,0,1,2,-8.0,1,8
56,0,0,0,2,-1.0,0,49
22,1,0,1,2,-1.0,0,1
26,1,0,1,5,-1.0,0,36
35,0,0,1,4,0.0,1,1
22,1,0,1,1,-1.0,0,15
37,1,0,0,7,-1.0,1,1
32,1,0,0,0,0.0,1,0
33,1,0,0,3,-1.0,0,9
38,1,0,1,2,0.0,0,0
53,0,1,1,0,-1.0,1,1
32,0,1,1,0,-1.0,1,0
26,0,1,1,0,-1.0,1,0
61,0,1,1,0,-1.0,1,2
21,0,0,1,0,-1.0,1,0
69,0,0,1,22,-1.0,1,1
26,0,0,1,0,0.0,1,0
30,1,0,1,9,-1.0,0,196
21,1,1,1,1,-5.0,1,0
41,0,1,1,0,0.0,1,0
45,1,0,1,0,-1.0,0,0
31,1,0,1,10,-1.0,0,1
22,1,1,1,0,-2.0,1,1
54,1,1,0,0,0.0,0,20
50,0,1,1,2,-1.0,0,0
37,1,0,1,11,-1.0,1,1
21,1,0,0,0,-1.0,0,1
23,0,0,1,6,-1.0,0,5
30,1,1,1,0,-1.0,0,0
53,1,1,1,2,-32.0,1,17
30,1,0,1,11,-1.0,0,2
26,0,1,1,5,0.0,1,0
30,1,0,0,1,-62.0,0,8
59,0,0,0,0,-1.0,1,0
29,1,0,1,13,-1.0,0,1
67,1,0,1,0,-3.0,1,0
30,1,1,1,13,-2.0,0,33
25,0,0,1,5,-1.0,0,0
45,1,0,1,8,-1.0,1,1
22,1,0,1,0,0.0,1,-1
41,1,0,1,8,0.0,0,2
46,1,0,1,3,-1.0,0,59
27,0,0,1,0,-1.0,1,1
37,1,0,0,13,-1.0,1,1
22,1,0,1,0,-1.0,0,13
19,1,0,1,0,-1.0,0,0
45,0,1,1,2,-1.0,1,0
33,1,0,0,5,-1.0,0,0
52,1,0,1,7,-1.0,1,181
21,1,0,0,0,-1.0,1,1
43,0,0,1,6,0.0,0,0
33,1,1,1,3,-1.0,1,1
26,1,0,1,3,-1.0,0,3
37,0,1,1,0,-1.0,1,1
38,1,0,1,1,-8.0,0,7
35,0,0,1,1,-1.0,0,0
27,1,0,1,1,-1.0,0,0
40,1,0,1,1,0.0,1,0
21,1,0,1,1,-2.0,1,0
38,1,1,1,3,-1.0,0,1
37,0,1,1,0,-1.0,1,0
24,0,0,1,1,-78.0,1,1
44,1,1,1,0,-1.0,1,1
30,1,0,1,0,-1.0,1,1
40,1,0,1,0,0.0,1,0
49,1,1,1,1,-22.0,1,1
67,0,1,1,0,0.0,1,0
59,1,0,1,14,-1.0,0,33
21,1,0,1,1,-1.0,0,1
31,0,1,1,6,-1.0,1,10
50,1,1,0,2,-1.0,0,0
30,1,0,1,7,-1.0,1,0
28,0,1,1,1,-1.0,1,0
48,1,0,1,7,-1.0,0,2
55,0,1,1,0,-1.0,1,0
42,0,1,1,0,-1.0,1,2
34,0,0,1,0,0.0,0,29
43,0,0,1,4,0.0,0,0
44,1,0,1,0,0.0,1,42
25,0,1,1,0,256.0,1,0
29,1,0,1,17,0.0,0,2
25,1,1,1,2,-1.0,0,0
32,0,0,0,0,-1.0,0,1
96,1,0,1,2,-3.0,0,0
35,0,0,1,10,-232.0,0,0
29,0,0,1,0,-1.0,1,1
27,1,0,1,8,-1.0,0,1
41,1,0,1,2,-132.0,1,128
31,0,0,1,0,-3.0,1,0
24,1,0,1,1,-1.0,0,0
34,1,0,1,0,0.0,0,241
48,1,0,1,2,0.0,0,1
41,1,0,1,1,-1.0,1,2
26,0,0,1,12,-1.0,0,10
42,1,0,1,0,0.0,0,7
29,0,0,1,0,-1.0,1,42
26,0,1,1,0,-1.0,1,1
27,1,0,0,1,0.0,1,44
35,0,1,1,4,-1.0,1,31
54,1,1,1,1,-1.0,1,0
24,0,0,1,3,-155.0,0,-1
20,1,0,1,0,-1.0,1,0
27,1,1,1,0,-3.0,1,1
21,1,0,1,1,-1.0,1,1
27,0,1,1,7,-1.0,0,2
34,1,0,1,11,-1.0,0,1
27,1,1,1,4,-42.0,1,41
54,0,0,1,0,-1.0,1,1
29,1,0,1,2,-1.0,0,1
39,1,0,1,1,-6.0,1,4
33,0,1,0,0,-2.0,1,0
25,1,0,0,2,210.0,0,408
40,1,0,0,7,-19.0,0,6
35,0,0,0,0,-1.0,1,0
28,0,0,1,0,0.0,0,2
53,0,0,1,0,-3.0,1,0
28,0,1,1,2,-1.0,1,13
26,1,0,1,0,-1.0,1,0
30,1,0,1,1,1040.0,1,17
31,1,0,1,3,0.0,1,0
24,0,1,1,3,-1.0,0,1
45,1,1,1,19,-1.0,0,1
33,0,0,1,1,0.0,1,0
28,1,0,1,1,0.0,1,0
45,1,1,0,1,-1.0,0,1
33,1,1,1,3,-19.0,0,14
23,1,1,1,4,0.0,0,-1
36,1,0,1,6,-1.0,1,84
22,1,0,1,0,-1.0,1,0
28,1,0,1,2,0.0,0,1
37,0,0,1,3,-1.0,1,0
52,0,1,0,0,-1.0,1,0
26,1,1,1,0,0.0,1,1
28,1,1,1,4,-1.0,0,3
33,1,1,0,2,-1.0,1,14
23,1,1,1,3,-1.0,0,41
31,0,1,1,3,-1.0,0,0
55,0,1,0,0,-1.0,1,1
24,1,1,1,3,0.0,0,-1
37,0,0,1,2,0.0,1,0
41,1,0,1,0,0.0,1,177
26,0,1,1,0,-1.0,1,0
41,1,0,1,13,-1.0,1,2
33,1,0,1,6,-1.0,1,0
47,0,0,1,0,-1.0,0,3
23,1,0,1,0,-1.0,1,1
27,1,1,1,1,-1.0,1,1
24,1,1,1,0,0.0,0,36
30,1,0,1,10,0.0,1,93
55,1,1,1,1,0.0,1,0
26,0,0,1,13,0.0,0,7
41,0,0,0,6,-65.0,1,0
35,1,0,1,0,0.0,1,0
26,1,0,1,4,-73.0,0,73
20,0,0,1,1,-22.0,1,0
24,0,1,1,3,-1.0,0,8
31,0,0,1,8,-1.0,0,3
55,1,0,1,0,-1.0,0,1
33,1,1,1,7,-1.0,0,0
44,1,1,1,6,-1.0,0,270
41,1,0,1,25,-1.0,0,185
56,0,0,1,9,0.0,1,0
21,1,0,1,1,-10.0,1,2
36,1,0,1,1,550.0,0,219
48,0,1,0,1,0.0,1,0
27,1,1,1,6,117.0,0,3
56,1,1,1,7,-1.0,0,194
39,0,1,1,2,-26.0,1,2
31,1,0,1,0,-1.0,1,1
25,1,1,0,0,-1.0,1,0
51,1,1,1,1,-83.0,1,2
28,1,0,0,3,-16.0,1,16
30,1,0,1,0,-1.0,0,0
19,0,0,0,0,-1.0,0,1
20,0,0,1,0,-1.0,0,1
57,1,1,1,0,-1.0,1,4
51,0,0,1,8,-1.0,0,0
27,1,0,1,5,0.0,0,3
26,1,0,1,0,-1.0,1,0
23,0,1,1,3,-1.0,0,35
35,0,0,1,14,-1.0,0,0
37,1,0,1,5,-29.0,1,0
48,1,0,1,0,0.0,1,2
21,1,0,1,0,-1.0,1,2
19,1,0,1,3,74.0,0,273
21,1,0,1,1,-31.0,0,30
52,0,0,1,1,-21.0,1,9
23,1,0,1,5,256.0,0,1
22,1,0,1,0,-1.0,0,0
19,1,0,1,1,-40.0,0,35
41,1,1,1,1,-1.0,0,1
25,0,1,0,1,-1.0,0,0
54,0,0,1,0,0.0,0,0
25,1,0,1,13,-8.0,0,36
40,1,1,0,4,-1.0,1,2
22,1,0,1,0,0.0,1,11
50,1,1,1,10,-1.0,1,0
35,0,1,1,2,0.0,1,0
28,1,1,1,7,-1.0,0,1
21,1,0,1,0,-1.0,1,2
38,1,0,0,6,-34.0,0,26
27,1,1,1,0,-1.0,1,4
22,1,0,1,0,0.0,0,-1
38,1,0,0,20,-1.0,0,1
32,1,0,1,26,-32.0,0,1
32,1,1,1,0,0.0,1,7
59,1,1,1,0,-1.0,1,1
30,1,1,1,19,57.0,0,82
20,0,0,1,0,-1.0,0,0
59,1,1,1,0,0.0,1,0
44,1,1,0,1,-3.0,0,1
26,0,0,1,9,-1.0,0,1
30,1,0,1,9,-1.0,0,1
25,0,0,1,3,0.0,0,0
44,0,0,1,0,-2.0,1,1
40,1,0,1,7,129.0,1,35
31,0,0,0,0,-2.0,0,1
32,1,0,0,0,-1.0,1,0
37,1,0,1,22,-1.0,0,81
22,1,1,1,2,-1.0,1,1
38,0,0,1,8,-1.0,0,9
34,1,1,1,2,-1.0,1,2
30,1,0,1,7,-1.0,1,1
38,1,1,0,0,-1.0,0,1
36,1,0,1,10,-1.0,0,32
46,1,0,1,0,0.0,1,0
35,1,1,1,2,0.0,0,0
35,1,0,1,0,-1.0,1,0
20,1,0,1,1,-1.0,0,1
30,1,0,0,9,-1.0,0,243
34,1,0,1,16,-1.0,0,1
31,1,1,1,3,-19.0,0,1
32,0,0,1,0,-1.0,0,1
31,1,1,1,4,0.0,0,1
22,1,1,1,2,-1.0,0,11
31,1,0,1,0,-1.0,1,80
36,0,0,1,5,-1.0,0,1
39,0,0,1,2,-1.0,1,47
51,1,0,1,9,-1.0,0,35
35,1,0,1,7,-1.0,0,1
30,1,0,1,1,213.0,0,0
35,1,0,1,0,-1.0,1,1
23,1,0,1,0,-1.0,0,0
43,0,1,1,3,-54.0,0,30
37,0,0,1,0,-1.0,1,2
25,0,0,1,3,0.0,1,7
33,1,0,1,8,-165.0,0,1
27,1,0,0,0,-1.0,1,0
47,0,1,1,2,-25.0,1,1
46,0,0,1,12,-1.0,1,2
27,1,1,1,0,-1.0,1,0
34,1,0,1,0,-1.0,0,2
30,0,0,1,4,163.0,0,1
25,0,1,1,0,-1.0,1,0
26,0,0,1,5,-1.0,1,1
25,1,0,1,1,-18.0,0,0
60,1,0,1,9,-1.0,1,0
49,0,0,1,0,-1.0,0,1
30,1,0,1,12,0.0,0,-1
21,1,0,1,0,-3.0,1,0
25,1,0,1,4,-1.0,0,0
53,1,1,1,1,283.0,1,32
21,1,0,1,0,16.0,0,30
29,0,0,1,1,-2.0,1,0
29,0,0,1,4,-26.0,1,0
21,0,0,1,0,0.0,1,0
24,0,0,0,2,569.0,0,7
53,0,0,1,4,-1.0,0,0
51,1,1,1,2,0.0,1,22
29,0,0,1,1,0.0,1,0
24,1,0,0,0,0.0,1,0
24,1,0,1,2,-1.0,0,241
37,1,0,1,5,-1.0,1,1
20,1,1,1,0,-1.0,0,0
53,1,1,1,1,-21.0,1,21
25,1,0,1,5,-1.0,1,35
38,0,0,1,0,0.0,1,1
22,1,0,1,3,0.0,0,319
21,1,0,1,1,-1.0,1,13
21,1,1,1,1,-1.0,0,5
27,0,0,1,6,-1.0,0,0
28,0,0,1,14,29.0,0,20
49,0,0,1,6,-1.0,0,0
52,1,0,1,7,-1.0,0,3
25,0,0,1,1,-1.0,1,1
56,1,1,1,2,-4.0,1,2
34,1,0,1,22,-29.0,1,1
35,1,0,1,7,0.0,1,1
23,0,0,1,1,-27.0,0,1
22,1,1,1,0,-3.0,1,-1
23,1,0,1,0,-1.0,0,2
30,0,0,1,4,-1.0,1,54
42,0,0,1,1,0.0,0,6
50,0,0,1,24,0.0,0,32
54,1,1,1,12,-58.0,0,5
37,0,0,1,4,-1.0,0,2
37,1,0,1,0,-1.0,1,0
23,1,0,1,1,0.0,1,0
41,1,1,1,0,-1.0,1,1
50,1,0,1,5,29.0,1,31
41,1,0,1,19,-1.0,0,42
26,1,0,1,2,-1.0,0,4
40,1,0,1,8,-1.0,0,40
23,1,0,1,2,-1.0,0,6
55,1,1,1,1,-1.0,0,33
24,1,0,1,0,-1.0,0,1
33,0,1,1,5,-1.0,0,1
23,1,1,1,0,-1.0,1,1
37,0,0,1,1,-3.0,0,0
64,1,0,0,0,-1.0,1,0
51,0,1,1,0,-1.0,1,0
40,1,0,1,4,-1.0,0,15
35,0,0,0,3,0.0,0,0
22,1,0,1,1,-1.0,0,1
29,1,0,1,2,0.0,1,160
57,0,1,1,0,-3.0,1,1
20,0,0,1,1,0.0,0,0
37,0,1,1,1,-203.0,0,-1
23,0,0,0,0,-1.0,1,0
23,1,0,1,3,-1.0,0,91
36,0,1,1,9,0.0,0,1
55,0,1,1,1,-3.0,1,0
53,0,0,1,18,-1.0,0,41
21,1,0,1,1,-1.0,0,0
27,0,0,1,3,-1.0,0,12
28,1,0,1,6,-1.0,0,2
26,1,1,1,1,-1.0,0,0
25,1,1,1,1,-1.0,1,1
66,1,1,1,0,-1.0,1,1
28,0,0,1,3,0.0,1,0
21,1,0,1,0,523.0,0,117
24,0,0,1,0,-2.0,1,0
60,0,1,1,18,-26.0,0,3
37,1,0,1,2,-1.0,0,0
73,0,1,1,0,-1.0,1,1
44,1,0,1,0,-1.0,1,2
42,0,0,1,0,0.0,1,4
40,1,0,1,6,-1.0,1,1
28,1,0,0,0,391.0,0,6
21,1,0,1,0,0.0,1,7
56,0,1,1,0,-2.0,0,0
42,1,0,1,3,-1.0,1,1
32,1,1,1,11,149.0,0,314
50,1,1,1,1,-1.0,1,1
34,0,1,1,0,-1.0,1,1
47,0,0,1,1,-1.0,0,2
58,1,1,1,3,-1.0,1,2
48,1,1,1,3,-7.0,1,0
20,1,1,0,0,-2.0,1,0
53,1,0,0,10,-1.0,0,4
29,1,0,1,0,-1.0,1,1
38,0,0,1,1,-1.0,1,0
43,0,1,0,0,0.0,1,0
25,0,0,1,2,-1.0,0,1
53,0,1,1,1,-1.0,0,4
22,0,1,1,0,-1.0,1,0
32,0,0,0,1,-11.0,1,10
26,0,1,1,9,-1.0,0,1
48,1,0,0,0,-1.0,1,1
23,1,0,1,4,-1.0,0,0
71,0,1,1,1,-28.0,1,3
61,0,1,0,0,-1.0,1,0
22,0,1,0,2,-22.0,1,0
29,0,0,1,1,82.0,0,37
54,0,1,0,1,-22.0,1,0
24,1,1,1,6,-1.0,1,1
28,1,1,0,0,-1.0,1,1
25,1,1,0,2,0.0,1,181
22,1,0,0,1,-28.0,1,13
24,1,0,1,2,0.0,0,1
35,1,0,1,0,-1.0,1,1
21,1,0,1,0,-1.0,1,1
49,0,1,1,1,0.0,1,4
26,1,0,1,6,-1.0,0,2
30,1,0,1,7,-1.0,0,38
30,1,0,1,5,-1.0,0,180
21,1,0,1,1,-40.0,1,12
64,1,1,1,8,-1.0,1,0
26,1,0,0,1,35.0,1,44
45,1,1,0,7,-1.0,0,0
37,0,0,1,3,-1.0,1,1
34,1,0,0,1,-1.0,0,116
60,1,0,1,4,-15.0,1,6
58,0,1,1,0,-1.0,1,0
27,1,1,1,0,-1.0,1,0
30,0,0,1,0,0.0,0,0
25,0,0,1,0,0.0,1,0
60,1,0,1,19,0.0,0,39
56,1,0,1,24,22.0,1,6
33,0,0,1,2,-1.0,1,1
25,1,1,1,9,-1.0,0,87
47,1,0,1,15,-60.0,1,60
32,1,0,1,6,-1.0,0,4
24,1,0,1,3,-1.0,0,0
23,1,1,1,2,-1.0,0,7
23,1,0,1,3,-1.0,0,3
25,1,0,1,1,-1.0,0,0
20,1,0,0,0,-1.0,1,0
32,1,0,1,9,-1.0,1,0
49,1,0,0,0,0.0,1,1
22,1,0,1,1,-4.0,1,1
24,1,0,1,0,-1.0,1,0
26,1,1,1,10,7.0,0,0
20,1,0,0,1,483.0,0,11
29,0,0,1,1,0.0,0,1
18,1,0,1,2,-85.0,0,84
22,1,1,1,0,-1.0,1,1
26,1,0,0,3,-1.0,1,0
21,1,0,1,0,-1.0,0,3
54,0,1,1,2,-1.0,1,39
59,1,0,1,1,-1.0,1,1
22,1,0,1,0,-1.0,0,1
24,1,0,1,1,-1.0,0,4
64,1,0,1,20,-1.0,1,2
45,0,1,1,1,0.0,0,0
22,1,0,0,0,-7.0,1,5
24,1,0,1,5,-1.0,0,0
30,1,0,0,3,0.0,0,12
27,1,1,0,0,0.0,1,0
20,1,1,1,0,-3.0,1,0
29,1,0,1,0,-1.0,0,6
28,1,1,1,5,-23.0,0,20
37,0,0,1,0,-1.0,1,1
25,1,0,1,2,0.0,1,-1
23,1,1,1,3,18.0,0,244
32,0,0,0,0,-1.0,1,0
44,1,1,0,1,-3.0,1,0
41,1,0,1,8,-1.0,1,1
30,1,1,1,3,21.0,1,25
27,0,0,1,2,0.0,0,7
32,1,0,1,0,-1.0,0,0
40,0,0,1,24,-1.0,0,1
23,1,0,1,1,-45.0,1,0
34,0,0,1,2,0.0,1,0
33,0,0,0,3,-1.0,1,1
33,1,1,1,3,-42.0,1,40
33,1,1,1,0,-1.0,1,6
41,0,0,1,2,46.0,0,11
37,0,0,1,1,-1.0,1,0
28,0,0,1,9,-1.0,1,1
25,1,0,0,0,-1.0,0,1
51,1,0,1,14,496.0,0,4
30,0,0,0,1,-1.0,1,2
47,0,0,0,0,-2.0,1,0
24,1,1,1,0,-1.0,0,1
37,0,1,1,5,-105.0,1,104
31,1,1,1,9,0.0,0,116
30,1,1,0,1,-43.0,1,0
52,1,0,1,0,-1.0,0,26
25,1,0,1,5,-1.0,0,236
46,0,0,0,7,-1.0,1,18
62,0,1,1,3,-1.0,1,0
57,1,0,1,10,246.0,0,181
36,0,1,1,0,-1.0,0,5
24,1,0,1,2,-1.0,0,10
37,0,0,1,3,-1.0,0,2
25,1,1,1,9,0.0,1,54
21,0,0,1,0,-1.0,0,35
38,0,0,1,0,-1.0,1,0
29,1,0,1,5,-1.0,0,5
52,0,0,1,0,0.0,0,0
29,1,0,1,5,-1.0,1,2
59,1,0,1,13,-1.0,0,242
39,1,0,1,2,0.0,1,0
48,0,0,1,1,0.0,1,167
31,0,0,1,3,-1.0,0,0
20,1,0,1,1,-1.0,0,5
50,0,1,1,0,-1.0,1,0
27,1,0,1,7,-1.0,0,4
27,0,0,1,0,0.0,1,1
31,1,1,1,4,-1.0,0,5
32,1,0,0,2,340.0,1,77
24,0,0,0,2,0.0,1,30
24,1,0,1,4,-1.0,0,51
30,0,1,1,0,0.0,0,1
21,1,0,1,2,-32.0,1,21
41,1,1,1,0,0.0,1,0
38,1,0,1,1,-1.0,1,0
32,1,0,1,2,0.0,0,19
27,1,1,1,5,414.0,1,30
69,0,1,1,0,-4.0,0,0
25,1,1,1,1,0.0,1,59
55,0,1,1,0,-1.0,0,30
28,1,0,1,7,-1.0,0,1
27,0,1,1,0,0.0,0,-1
20,1,0,0,1,-1.0,0,1
36,1,0,1,2,0.0,0,-1
39,1,0,0,10,-1.0,0,0
25,1,0,1,10,-4.0,0,7
35,0,1,0,1,-1.0,1,0
32,0,0,1,12,-1.0,0,1
69,0,0,1,0,-1.0,1,0
21,0,1,1,1,-21.0,1,0
41,1,1,1,1,0.0,1,2
21,1,0,1,0,-3.0,1,0
38,1,0,1,0,-1.0,1,5
21,1,0,1,1,-1.0,0,1
31,0,1,1,10,185.0,1,-1
35,0,1,1,2,0.0,0,34
34,0,0,1,5,-13.0,1,2
52,0,1,1,0,-1.0,1,0
21,1,0,1,0,-1.0,1,1
43,0,0,1,8,-1.0,1,1
32,1,1,0,0,-1.0,1,1
49,1,1,1,5,-1.0,0,3
21,0,0,0,0,-1.0,1,1
28,1,0,1,5,-1.0,0,0
65,1,1,0,1,-1.0,1,-1
27,0,1,0,0,0.0,1,1
48,1,1,1,20,0.0,0,46
25,0,0,1,1,620.0,1,104
20,0,0,1,0,-1.0,0,1
49,1,0,1,7,0.0,0,12
42,0,0,1,6,-1.0,1,1
63,1,0,1,6,-1.0,1,24
40,0,1,1,0,0.0,1,-1
34,1,0,1,0,-1.0,1,0
21,1,0,1,1,0.0,0,86
27,0,1,1,1,-1.0,1,0
29,0,0,1,0,-1.0,1,1
35,0,1,1,0,-1.0,0,15
32,0,0,1,9,-39.0,0,38
50,0,0,0,0,-1.0,1,1
47,0,1,1,0,-1.0,1,0
44,0,1,1,2,-2.0,1,-1
44,1,0,1,8,-60.0,0,10
56,1,0,1,0,-2.0,1,1
23,0,0,1,0,-1.0,1,12
54,1,0,1,10,0.0,1,30
21,1,0,1,1,-171.0,0,5
38,1,1,1,17,-1.0,1,180
25,1,0,1,0,0.0,0,0
44,1,1,1,2,-1.0,0,1
52,0,0,1,3,-1.0,0,31
52,1,1,0,0,-1.0,0,118
21,0,0,1,0,-1.0,0,0
31,1,0,1,4,-70.0,1,70
30,1,1,0,9,-19.0,0,4
39,1,0,0,1,-42.0,1,5
56,1,0,1,6,-1.0,1,1
35,1,0,1,12,-1.0,0,0
39,1,1,1,1,-29.0,1,29
29,0,1,1,0,0.0,1,0
23,1,0,1,2,-1.0,0,22
26,0,1,1,0,-2.0,1,0
64,0,0,0,1,-1.0,0,0
51,1,0,0,10,173.0,1,65
58,1,0,0,0,-1.0,1,1
20,1,1,1,1,-1.0,0,1
21,1,0,1,0,-1.0,0,42
21,1,0,1,0,-1.0,1,46
